品目コード,領域,種別,機種,名称,保管場所,備考
0305003009,Visual,分配器,KanaaN HDMI1*2_No9,HDMI 2分配器,1st,
0305003010,Visual,分配器,KanaaN HDMI1*2_No10,HDMI 2分配器,1st,
0305003011,Visual,分配器,KanaaN HDMI1*2_No11,HDMI 2分配器,1st,
0305003012,Visual,分配器,KanaaN HDMI1*2_No12,HDMI 2分配器,1st,
0305004001,Visual,分配器,MOVCLE HDMI SPLITTER_No1,HDMI 4分配器,1st,
0305004002,Visual,分配器,MOVCLE HDMI SPLITTER_No2,HDMI 4分配器,1st,
0305005001,Visual,分配器,IMAGENICS HD-5_No1,HDMI 5分配器,1st,
0305005002,Visual,分配器,IMAGENICS HD-5_No2,HDMI 5分配器,1st,
0305006001,Visual,分配器,VideoPro VPS-SS2_No1,SDI 4分配器,1st,
0305006002,Visual,分配器,VideoPro VPS-SS2_No2,SDI 4分配器,1st,
0305006003,Visual,分配器,VideoPro VPS-SS2_No3,SDI 4分配器,1st,
0305006004,Visual,分配器,VideoPro VPS-SS2_No4,SDI 4分配器,1st,
0305006005,Visual,分配器,VideoPro VPS-SS2_No5,SDI 4分配器,1st,
0305006006,Visual,分配器,VideoPro VPS-SS2_No6,SDI 4分配器,1st,
0305007001,Visual,分配器,ADTECHNO BRIDGE M_DA_No1,SDI 3分配器,1st,
0305007002,Visual,分配器,ADTECHNO BRIDGE M_DA_No2,SDI 3分配器,1st,
0305008001,Visual,分配器,Gefen DVISPLITTER_No1,DVI 4分配器,1st,
0305008002,Visual,分配器,Gefen DVISPLITTER_No2,DVI 4分配器,1st,
0305009001,Visual,分配器,IMAGENICS CRO-UD14_No1,4K HDMI 4分配器,1st,
0305009002,Visual,分配器,IMAGENICS CRO-UD14_No2,4K HDMI 4分配器,1st,
0305009003,Visual,分配器,IMAGENICS CRO-UD14_No3,4K HDMI 4分配器,1st,
0306001001,Visual,Converter,IMAGENICS RS-1550A_No1,HDCP対応DVIフレームシンクロナイザー,1st,
0306001002,Visual,Converter,IMAGENICS RS-1550A_No2,HDCP対応DVIフレームシンクロナイザー,1st,
0306002001,Visual,Converter,Gefen DetectivePlus,HDMI EDID信号保持機,1st,
0306003001,Visual,Converter,VideoPro VPC-HS2_No1,HDMI to SDIコンバータ,1st,
0306003002,Visual,Converter,VideoPro VPC-HS2_No2,HDMI to SDIコンバータ,1st,
0306004001,Visual,Converter,VideoPro VPC-SH2_No1,SDI to HDMIコンバータ,1st,
0306004002,Visual,Converter,VideoPro VPC-SH2_No2,SDI to HDMIコンバータ,1st,
0306005001,Visual,Converter,VideoPro VPC MX1,ANALOG to HDMI/SDI コンバータ,1st,
0306006001,Visual,Converter,BMD Battery Converter HDMI to SDI,HDMI to SDIコンバータ,1st,
0306007001,Visual,Converter,BMD Battery Converter SDI to HDMI,SDI to HDMI コンバータ,1st,
0306008001,Visual,Converter,BMD Mini Converter SDI to Analog4K,SDI to SDI/Audio,1st,
0306009001,Visual,Converter,BMD Mini Converter HDMI to SDI 6G_No1,HDMI to SDIコンバータ,1st,
0306009002,Visual,Converter,BMD Mini Converter HDMI to SDI 6G_No2,HDMI to SDIコンバータ,1st,
0306010001,Visual,Converter,BMD Mini Converter SDI to HDMI 4K_No1,SDI to HDMIコンバータ,1st,
0306010002,Visual,Converter,BMD Mini Converter SDI to HDMI 4K_No2,SDI to HDMIコンバータ,1st,
0306011001,Visual,Converter,BMD MiniConverter Audio to SDI_No1,SDI/Audio to SDI,1st,
0306011002,Visual,Converter,BMD MiniConverter Audio to SDI_No2,SDI/Audio to SDI,1st,
0306012001,Visual,Converter,BMD MicroConverter HS/SH_No1,HS/SH コンバータ,1st,
0306012002,Visual,Converter,BMD MicroConverter HS/SH_No2,HS/SH コンバータ,1st,
0306012003,Visual,Converter,BMD MicroConverter HS/SH_No3,HS/SH コンバータ,1st,
0306012004,Visual,Converter,BMD MicroConverter HS/SH_No4,HS/SH コンバータ,1st,
0306012005,Visual,Converter,BMD MicroConverter HS/SH_No5,HS/SH コンバータ,1st,
0306012006,Visual,Converter,BMD MicroConverter HS/SH_No6,HS/SH コンバータ,1st,
0306012007,Visual,Converter,BMD MicroConverter HS/SH_No7,HS/SH コンバータ,1st,
0306012008,Visual,Converter,BMD MicroConverter HS/SH_No8,HS/SH コンバータ,1st,
0306013001,Visual,Converter,ROLAND VC-1-HS_No1,HDMI to SDIコンバータ,1st,
0306013002,Visual,Converter,ROLAND VC-1-HS_No2,HDMI to SDIコンバータ,1st,
0306013003,Visual,Converter,ROLAND VC-1-HS_No3,HDMI to SDIコンバータ,1st,
0306013004,Visual,Converter,ROLAND VC-1-HS_No4,HDMI to SDIコンバータ,1st,
0306013005,Visual,Converter,ROLAND VC-1-HS_No5,HDMI to SDIコンバータ,1st,
0306013006,Visual,Converter,ROLAND VC-1-HS_No6_要観察,HDMI to SDIコンバータ,1st,
0306013007,Visual,Converter,ROLAND VC-1-HS_No7,HDMI to SDIコンバータ,1st,
0306013008,Visual,Converter,ROLAND VC-1-HS_No8,HDMI to SDIコンバータ,1st,
0306013009,Visual,Converter,ROLAND VC-1-HS_No9,HDMI to SDIコンバータ,1st,
0306013010,Visual,Converter,ROLAND VC-1-HS_No10,HDMI to SDIコンバータ,1st,
0306013011,Visual,Converter,ROLAND VC-1-HS_No11,HDMI to SDIコンバータ,1st,
0306013012,Visual,Converter,ROLAND VC-1-HS_No12,HDMI to SDIコンバータ,1st,
0306014001,Visual,Converter,ROLAND VC-1-SH_No1,SDI to HDMIコンバータ,1st,
0306014002,Visual,Converter,ROLAND VC-1-SH_No2,SDI to HDMIコンバータ,1st,
0306014003,Visual,Converter,ROLAND VC-1-SH_No3,SDI to HDMIコンバータ,1st,
0306014004,Visual,Converter,ROLAND VC-1-SH_No4,SDI to HDMIコンバータ,1st,
0306014005,Visual,Converter,ROLAND VC-1-SH_No5,SDI to HDMIコンバータ,1st,
0306014006,Visual,Converter,ROLAND VC-1-SH_No6,SDI to HDMIコンバータ,1st,
0306014007,Visual,Converter,ROLAND VC-1-SH_No7,SDI to HDMIコンバータ,1st,
0306014008,Visual,Converter,ROLAND VC-1-SH_No8,SDI to HDMIコンバータ,1st,
0306014009,Visual,Converter,ROLAND VC-1-SH_No9,SDI to HDMIコンバータ,1st,
0306014010,Visual,Converter,ROLAND VC-1-SH_No10,SDI to HDMIコンバータ,1st,
0306014011,Visual,Converter,ROLAND VC-1-SH_No11,SDI to HDMIコンバータ,1st,
0306014012,Visual,Converter,ROLAND VC-1-SH_No12,SDI to HDMIコンバータ,1st,
0306015001,Visual,Converter,AJA UTAP-HDMI_No1,USB3.0  HDMIキャプチャー,1st,
0306015002,Visual,Converter,AJA UTAP-HDMI_No2,USB3.0  HDMIキャプチャー,1st,
0306016001,Visual,Converter,AJA UTAP-SDI_No1,USB3.0  SDIキャプチャー,1st,
0306016002,Visual,Converter,AJA UTAP-SDI_No2,USB3.0  SDIキャプチャー,1st,
0306017001,Visual,Converter,Mini Converter UpDownCross HD_No1,ビデオコンバーター,1st,
0306017002,Visual,Converter,Mini Converter UpDownCross HD_No2,ビデオコンバーター,1st,
0306018001,Visual,Converter,VPC-SH5_No1,SDI to HDMIコンバータ,1st,2026/6 HDMIケーブル破損の為、新しいものに交換
0306018002,Visual,Converter,VPC-SH5_No2,SDI to HDMIコンバータ,1st,
0306018003,Visual,Converter,VPC-SH5_No3,SDI to HDMIコンバータ,1st,
0306018004,Visual,Converter,VPC-SH5_No4,SDI to HDMIコンバータ,1st,
0306018005,Visual,Converter,VPC-SH5_No5,SDI to HDMIコンバータ,1st,
0306018006,Visual,Converter,VPC-SH5_No6,SDI to HDMIコンバータ,1st,
0306018007,Visual,Converter,VPC-SH5_No7,SDI to HDMIコンバータ,1st,
0306018008,Visual,Converter,VPC-SH5_No8,SDI to HDMIコンバータ,1st,
0306018009,Visual,Converter,VPC-SH5_No9,SDI to HDMIコンバータ,1st,2025年7月導入
0306018010,Visual,Converter,VPC-SH5_No10,SDI to HDMIコンバータ,1st,2025年7月導入
0306018011,Visual,Converter,VPC-SH5_No11,SDI to HDMIコンバータ,1st,2025年7月導入
0306018012,Visual,Converter,VPC-SH5_No12,SDI to HDMIコンバータ,1st,2025年7月導入
0306019001,Visual,Converter,VPC-HS5_No1,HDMI to SDIコンバータ,1st,2025年7月導入
0306019002,Visual,Converter,VPC-HS5_No2,HDMI to SDIコンバータ,1st,2025年7月導入
0306019003,Visual,Converter,VPC-HS5_No3,HDMI to SDIコンバータ,1st,2025年7月導入
0306019004,Visual,Converter,VPC-HS5_No4,HDMI to SDIコンバータ,1st,2025年7月導入
0306019005,Visual,Converter,VPC-HS5_No5,HDMI to SDIコンバータ,1st,2025年7月導入
0306019006,Visual,Converter,VPC-HS5_No6,HDMI to SDIコンバータ,1st,2025年7月導入
0306019007,Visual,Converter,VPC-HS5_No7,HDMI to SDIコンバータ,1st,2025年7月導入
0306019008,Visual,Converter,VPC-HS5_No8,HDMI to SDIコンバータ,1st,2025年7月導入
0306019009,Visual,Converter,VPC-HS5_No9,HDMI to SDIコンバータ,1st,2025年7月導入
0306019010,Visual,Converter,VPC-HS5_No10,HDMI to SDIコンバータ,1st,2025年7月導入
0306019011,Visual,Converter,VPC-HS5_No11,HDMI to SDIコンバータ,1st,2025年7月導入
0306019012,Visual,Converter,VPC-HS5_No12,HDMI to SDIコンバータ,1st,2025年7月導入
0306020001,Visual,Converter,AVMATRIX UC2018_No1,SDI/HDMI to USB3.0ビデオキャプチャー,1st,
0306020002,Visual,Converter,AVMATRIX UC2018_No2,SDI/HDMI to USB3.0ビデオキャプチャー,1st,
0307001001,Visual,Extender,IMAGENICS CRO-DE20 TX/RX_No1,DVIツイストペア伝送器（送受信セット）,1st,
0307001002,Visual,Extender,IMAGENICS CRO-DE20 TX/RX_No2,DVIツイストペア伝送器（送受信セット）,1st,
0307003001,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No1,DVI イメージリンク（送受信セット）,1st,
0307003002,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No2,DVI イメージリンク（送受信セット）,1st,
0307003003,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No3,DVI イメージリンク（送受信セット）,1st,
0307003004,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No4,DVI イメージリンク（送受信セット）,1st,
0307003005,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No5,DVI イメージリンク（送受信セット）,1st,
0307003006,Visual,Extender,IMAGENICS CRO-DCE15A TX/RX_No6,DVI イメージリンク（送受信セット）,1st,
0307004001,Visual,Extender,IMAGENICS CRO-DCE15A TX/RS22,DVI イメージリンク（送受信セット）,1st,
0307005001,Visual,Extender,UHD_QOTR TX/RX_No1,4K UHD対応3G-SDI6系統伝送光延長器,1st,
0307005002,Visual,Extender,UHD_QOTR TX/RX_No2,4K UHD対応3G-SDI6系統伝送光延長器,1st,
0308001001,Visual,PC,WindowsPC_No1,WindowsPC,1st,2026年5月 新機種に入れ替え完了
0308001002,Visual,PC,WindowsPC_No2,WindowsPC,1st,2026年5月 新機種に入れ替え完了
0308001003,Visual,PC,WindowsPC_No3,WindowsPC,1st,2026年5月 新機種に入れ替え完了
0308001004,Visual,PC,WindowsPC_No4,WindowsPC,1st,2026年5月 新機種に入れ替え完了
0308001005,Visual,PC,WindowsPC_No5,WindowsPC,1st,
0308001006,Visual,PC,WindowsPC_No6,WindowsPC,1st,
0308001007,Visual,PC,WindowsPC_No7,WindowsPC,1st,
0308001008,Visual,PC,WindowsPC_No8,WindowsPC,1st,
0308001009,Visual,PC,WindowsPC_No9,WindowsPC,1st,
0308001010,Visual,PC,WindowsPC_No10,WindowsPC,1st,
0308001011,Visual,PC,WindowsPC_No11,WindowsPC,1st,
0308001012,Visual,PC,WindowsPC_No12,WindowsPC,1st,
0308001013,Visual,PC,WindowsPC_No13,WindowsPC,1st,
0308001014,Visual,PC,WindowsPC_No14,WindowsPC,1st,
0308001015,Visual,PC,WindowsPC_No15,WindowsPC,1st,
0308001016,Visual,PC,WindowsPC_No16,WindowsPC,1st,
0308001017,Visual,PC,WindowsPC_No17,WindowsPC,1st,
0308001018,Visual,PC,WindowsPC_No18,WindowsPC,1st,
0308001019,Visual,PC,WindowsPC_No19,WindowsPC,1st,
0308001020,Visual,PC,WindowsPC_No20,WindowsPC,1st,
0308002001,Visual,PC,MacBookPro_No1 (Core i7) PP PBP,MacBookPro,1st,
0308002002,Visual,PC,MacBookPro_No2 (M1) PP PBP,MacBookPro,1st,
0308002003,Visual,PC,MacBookPro_No3 (Core i9) PP PBP,MacBookPro,1st,
0308002004,Visual,PC,MacBookPro_No4 (M3 Pro) PP PBP,MacBookPro,1st,
0308002005,Visual,PC,MacBookPro_No5 (M2 Pro) PP PBP,MacBookPro,1st,
0308002006,Visual,PC,MacBookPro_No6 (M3 Pro) PP PBP,MacBookPro,1st,
0308002007,Visual,PC,MacBookPro_No7 (M4 Pro) Miiti PBP,MacBookPro,1st,
0308002008,Visual,PC,MacBookPro_No8 (M4 Pro) Miiti PBP,MacBookPro,1st,
0309001001,Visual,Visual Other,ROLAND PR-810HD,マルチフォーマットビデオプレゼンター,1st,
0309002001,Visual,Visual Other,BMD HyperDeck Studio Mini,HDフォーマット収録デッキ,1st,
0309003001,Visual,Visual Other,DecimatorDesign MD-CROSS V2,パターンジェネレーター,1st,
0309004001,Visual,Visual Other,Dsan Perfect Cue Micro,ワイヤレスクリッカー,1st,
0309004002,Visual,Visual Other,Dsan Perfect Cue Micro （LP付き）,ワイヤレスクリッカー(LP付き）,1st,
0309005001,Visual,Visual Other,KOWA Dragon Clicker_No1,Wreless PC Controller,1st,
0309005002,Visual,Visual Other,KOWA Dragon Clicker_No2,Wreless PC Controller,1st,
0309005003,Visual,Visual Other,KOWA Dragon Clicker_No3,Wreless PC Controller,1st,
0309006001,Visual,Visual Other,NETGEAR GS108PE_No1,PoE対応 8ポートアンマネージプラススイッチ,1st,
0309006002,Visual,Visual Other,NETGEAR GS108PE_No2,PoE対応 8ポートアンマネージプラススイッチ,1st,
0309006003,Visual,Visual Other,NETGEAR GS108PE_No3,PoE対応 8ポートアンマネージプラススイッチ,1st,
0309006004,Visual,Visual Other,NETGEAR GS108PE_No4,PoE対応 8ポートアンマネージプラススイッチ,1st,
0309008001,Visual,Visual Other,Dsan Limitimer Pro-2000t/SL-20V,デジタル計時回線 親機/子機セット,1st,
0309009001,Visual,Visual Other,Dsan Limitimer ASL-4ND3,デジタル計時回線 表示灯,1st,
0309010001,Visual,Visual Other,吊りワイヤー 3m*3本セット_No1,可変式アタッチメント付き吊りワイヤー,1st,
0309010002,Visual,Visual Other,吊りワイヤー 3m*3本セット_No2,可変式アタッチメント付き吊りワイヤー,1st,
0309011001,Visual,Visual Other,吊りワイヤー 5m*3本セット_No1,可変式アタッチメント付き吊りワイヤー,1st,
0309011002,Visual,Visual Other,吊りワイヤー 5m*3本セット_No2,可変式アタッチメント付き吊りワイヤー,1st,
0309013001,Visual,Visual Other,映像変換BOX No1,映像変換BOX No1,1st,
0309013002,Visual,Visual Other,映像変換BOX No2,映像変換BOX No2,1st,
0309013003,Visual,Visual Other,映像変換BOX No3,映像変換BOX No3,1st,
0309013004,Visual,Visual Other,映像変換BOX No4,映像変換BOX No4,1st,
0309014001,Visual,Visual Other,BrightSign BS/HD222_No1,デジタルサイネージプレイヤー,1st,
0309014002,Visual,Visual Other,BrightSign BS/HD222_No2,デジタルサイネージプレイヤー,1st,
0309015001,Visual,Extender,USB Extender/PC Device Set_No1,,1st,
0309015002,Visual,Extender,USB Extender(サンワサプライ)/PC Device Set_No2,,1st,
0309015003,Visual,Extender,USB Extender(サンワサプライ)/PC Device Set_No3,,1st,
0309016001,Visual,Visual Other,PCクーラー_No1,PCクーラー_No1,1st,
0309016002,Visual,Visual Other,PCクーラー_No2,PCクーラー_No2,1st,
0309017001,Visual,Visual Other,卓周りBOX_No1,卓周りBOX_No1,1st,
0309017002,Visual,Visual Other,卓周りBOX_No2,卓周りBOX_No2,1st,
0309017003,Visual,Visual Other,卓周りBOX_No3,卓周りBOX_No3,1st,
0309017004,Visual,Visual Other,卓周りBOX_No4,卓周りBOX_No4,1st,2025年8月増設
0309018001,Visual,Visual Other,LapTopStand 短_No1,LapTopStand 短_No1,1st,
0309018002,Visual,Visual Other,LapTopStand 短_No2,LapTopStand 短_No2,1st,
0309018003,Visual,Visual Other,LapTopStand 短_No3,LapTopStand 短_No3,1st,
0309018004,Visual,Visual Other,LapTopStand 短_No4,LapTopStand 短_No4,1st,
0309018005,Visual,Visual Other,LapTopStand 長_No5,LapTopStand 長_No5,1st,
0309018006,Visual,Visual Other,LapTopStand HERCULES_No6,LapTopStand HERCULES_No6,1st,
0309018007,Visual,Visual Other,LapTopStand HERCULES_No7,LapTopStand HERCULES_No7,1st,
0309018008,Visual,Visual Other,LapTopStand HERCULES_No8,LapTopStand HERCULES_No8,1st,
0309018009,Visual,Visual Other,LapTopStand HERCULES_No9,LapTopStand HERCULES_No9,1st,
0309018010,Visual,Visual Other,LapTopStand HERCULES_No10,LapTopStand HERCULES_No10,1st,
0309018011,Visual,Visual Other,LapTopStand HERCULES_No11,LapTopStand HERCULES_No11,1st,
0309019001,Visual,Visual Other,SWカバー_No1,SWカバー_No1,1st,
0309019002,Visual,Visual Other,SWカバー_No2,SWカバー_No2,1st,
0309019003,Visual,Visual Other,SWカバー_No3,SWカバー_No3,1st,
0309019004,Visual,Visual Other,SWカバー_No4,SWカバー_No4,1st,
0309019005,Visual,Visual Other,SWカバー_No5,SWカバー_No5,1st,
0309019006,Visual,Visual Other,SWカバー_No6,SWカバー_No6,1st,
0309020001,Visual,Visual Other,AZA Show Shift,ワイヤレスクリッカー(LP付き)_No1,1st,
0309021001,Visual,Visual Other,BrightSign LS445_No1,デジタルサイネージプレイヤー,1st,
0309021002,Visual,Visual Other,BrightSign LS445_No2,デジタルサイネージプレイヤー,1st,
0309022001,Visual,Visual Other,PC Wireless Device Set_No1,ワイヤレスキーボード＋マウス,1st,
0309022002,Visual,Visual Other,PC Wireless Device Set_No2,ワイヤレスキーボード＋マウス,1st,
0310001001,Visual,Projector,Panasonic PT-VMZ71J_No1,液晶プロジェクター(7000lm),2nd,
0310001002,Visual,Projector,Panasonic PT-VMZ71J_No2,液晶プロジェクター(7000lm),2nd,
0310002001,Visual,Projector,Panasonic PT-MZ20KJLB_No1,"液晶プロジェクター(20,000lm)",2nd,
0310002002,Visual,Projector,Panasonic PT-MZ20KJLB_No2,"液晶プロジェクター(20,000lm)",2nd,
0310003001,Visual,Projector,Panasonic ET-EMW200_No1,ズームレンズ,2nd,
0310003002,Visual,Projector,Panasonic ET-EMW200_No2,ズームレンズ,2nd,
0310004001,Visual,Projector,Panasonic ET-EMW300_No1,ズームレンズ,2nd,
0310004002,Visual,Projector,Panasonic ET-EMW300_No2,ズームレンズ,2nd,
0310005001,Visual,Projector,Panasonic ET-EMW400_No1,ズームレンズ,2nd,
0310005002,Visual,Projector,Panasonic ET-EMW400_No2,ズームレンズ,2nd,
0310006001,Visual,Projector,Panasonic ET-EMW500_No1,ズームレンズ,2nd,
0310006002,Visual,Projector,Panasonic ET-EMW500_No2,ズームレンズ,2nd,
0310007001,Visual,Projector,Panasonic ET-EMS650_No1,ズームレンズ,2nd,
0310007002,Visual,Projector,Panasonic ET-EMS650_No2,ズームレンズ,2nd,
0310008001,Visual,Projector,Panasonic ET-EMT750_No1,ズームレンズ,2nd,
0310008002,Visual,Projector,Panasonic ET-EMT750_No2,ズームレンズ,2nd,
0310009001,Visual,Projector,Panasonic ET-EMT850_No1,ズームレンズ,2nd,
0310009002,Visual,Projector,Panasonic ET-EMT850_No2,ズームレンズ,2nd,
0310010001,Visual,Projector,LUXOR LE-DUO_No1,ラクサー台 (小),2nd,
0310010002,Visual,Projector,LUXOR LE-DUO_No2,ラクサー台 (小),2nd,
0310011001,Visual,Projector,LUXOR LEL-DUO_No1,ラクサー台 (大),2nd,
0310011002,Visual,Projector,LUXOR LEL-DUO_No2,ラクサー台 (大),2nd,
0310012001,Visual,Projector,ラクサースカート (小)_No1,,2nd,
0310012002,Visual,Projector,ラクサースカート (小)_No2,,2nd,
0310013001,Visual,Projector,ラクサースカート (大)_No1,,2nd,
0310013002,Visual,Projector,ラクサースカート (大)_No2,,2nd,
0310014001,Visual,Projector,組立式映写台_No1,,2nd,
0310014002,Visual,Projector,組立式映写台_No2,,2nd,
0310015001,Visual,Projector,組立式映写台スカート_No1,,2nd,
0310015002,Visual,Projector,組立式映写台スカート_No2,,2nd,
0311001001,Visual,Screen,AV Stumpfl MBCF-100HD_No1,100インチスクリーン,2nd,
0311001002,Visual,Screen,AV Stumpfl MBCF-100HD_No2,100インチスクリーン,2nd,
0311002001,Visual,Screen,AV Stumpfl MBCF-120HD_No1,120インチスクリーン,2nd,
0311002002,Visual,Screen,AV Stumpfl MBCF-120HD_No2,120インチスクリーン,2nd,
0311003001,Visual,Screen,AV Stumpfl MBCF-147HD_No1,147インチスクリーン,2nd,
0311003002,Visual,Screen,AV Stumpfl MBCF-147HD_No2,147インチスクリーン,2nd,
0311004001,Visual,Screen,AV Stumpfl MBCF-165HD_No1,165インチスクリーン,2nd,
0311004002,Visual,Screen,AV Stumpfl MBCF-165HD_No2,165インチスクリーン,2nd,
0311005001,Visual,Screen,AV Stumpfl MBCF-183HD_No1,183インチスクリーン,2nd,
0311005002,Visual,Screen,AV Stumpfl MBCF-183HD_No2,183インチスクリーン,2nd,
0311006001,Visual,Screen,AV Stumpfl MBCF-220HD_No1,220インチスクリーン,2nd,
0311006002,Visual,Screen,AV Stumpfl MBCF-220HD_No2,220インチスクリーン,2nd,
0311007001,Visual,Screen,AV Stumpfl MBLCF-248HD_生地_No1,248インチスクリーン,2nd,
0311007002,Visual,Screen,AV Stumpfl MBLCF-248HD_生地_No2,248インチスクリーン,2nd,
0311008001,Visual,Screen,AV Stumpfl MBLCF-275HD_生地_No1,275インチスクリーン,2nd,
0311008002,Visual,Screen,AV Stumpfl MBLCF-275HD_生地_No2,275インチスクリーン,2nd,
0311009001,Visual,Screen,スクリーンスカート 120インチ用_No1,,2nd,
0311009002,Visual,Screen,スクリーンスカート 120インチ用_No2,,2nd,
0311010001,Visual,Screen,スクリーンスカート 165インチ用_No1,,2nd,
0311010002,Visual,Screen,スクリーンスカート 165インチ用_No2,,2nd,
0311011001,Visual,Screen,スクリーンスカート 183インチ用_No1,,2nd,
0311011002,Visual,Screen,スクリーンスカート 183インチ用_No2,,2nd,
0311012001,Visual,Screen,AV Stumpfl MBLCF-248HD_フレーム_No1,248インチスクリーン,2nd,
0311012002,Visual,Screen,AV Stumpfl MBLCF-248HD_フレーム_No2,248インチスクリーン,2nd,
0311013001,Visual,Screen,AV Stumpfl MBLCF-248HD_スタンド_No1,248インチスクリーン,2nd,
0311013002,Visual,Screen,AV Stumpfl MBLCF-248HD_スタンド_No2,248インチスクリーン,2nd,
0311014001,Visual,Screen,AV Stumpfl MBLCF-275HD_フレーム_No1,275インチスクリーン,2nd,
0311014002,Visual,Screen,AV Stumpfl MBLCF-275HD_フレーム_No2,275インチスクリーン,2nd,
0311015001,Visual,Screen,AV Stumpfl MBLCF-275HD_スタンド_No1,275インチスクリーン,2nd,
0311015002,Visual,Screen,AV Stumpfl MBLCF-275HD_スタンド_No2,275インチスクリーン,2nd,
0401001001,Other,電源BOX,Nihon Onkyo RCB601（8ｍｍ端子）,PA BOX（8ｍｍ端子）,2nd,
0401001002,Other,電源BOX,Nihon Onkyo RCB601（カムロック）,PA BOX（カムロック）,2nd,
0402002001,Other,Other,工具箱_No1,工具箱_No1,1st,
0402002002,Other,Other,工具箱_No2,工具箱_No2,1st,
0402003001,Other,Other,手元明かり_No1,,1st,
0402003002,Other,Other,手元明かり_No2,,1st,
0402003003,Other,Other,手元明かり_No3,,1st,
0402003004,Other,Other,手元明かり_No4,,1st,黒2個、白2個
0402004001,Other,Other,暗闇セット,,1st,
0402005001,Other,Other,床養生マット(24個),床養生マット(24個),1st,
0402006001,Other,Other,雨対策セット_No1,雨対策セット_No1,1st,
0402006002,Other,Other,雨対策セット_No2,雨対策セット_No2,1st,
0402006003,Other,Other,雨対策セット（照明）,雨対策セット（照明）,1st,
0402007001,Other,Other,カイロセット,,1st,
0402008001,Other,Other,荷締めゴム,,1st,
0402009001,Other,Other,すべらーぬ,,1st,
0402010001,Other,Other,持ち出し用テプラ,,1st,
0402011001,Other,Other,FI06,非接触温度計,1st,
0402012001,Other,Other,作業机(大)_No1,,1st,
0402012002,Other,Other,作業机(大)_No2,,1st,
0402013001,Other,Other,折りたたみ作業机(小) No1,折りたたみ作業机(小) No1,1st,
0402013002,Other,Other,折りたたみ作業机(小) No2,折りたたみ作業机(小) No2,1st,
0402014001,Other,Other,折りたたみ椅子_No1,,1st,
0402014002,Other,Other,折りたたみ椅子_No2,,1st,
0402014003,Other,Other,折りたたみ椅子_No3,,1st,
0402014004,Other,Other,折りたたみ椅子_No4,,1st,
0402015001,Other,Other,オートポール_No1,,2nd,
0402015002,Other,Other,オートポール_No2,,2nd,
0402015003,Other,Other,オートポール_No3,,2nd,
0402015004,Other,Other,オートポール_No4,,2nd,
0402016001,Other,Other,無線LANルーター_No1,tp-link Archer AX55,1st,
0402016002,Other,Other,無線LANルーター_No2,tp-link Archer AX55,1st,
0402016003,Other,Other,無線LANルーター_No3,tp-link Archer AX55,1st,
0402016004,Other,Other,無線LANルーター_No4,tp-link Archer AX55,1st,
0402017001,Other,Other,電源ドラム20ｍ（黄）_No1,電源ドラム20ｍ（黄）_No1,1st,
0402017002,Other,Other,電源ドラム20ｍ（黄）_No2,電源ドラム20ｍ（黄）_No2,1st,
0402018001,Other,Other,電源ドラム30ｍ（黒）_No1,電源ドラム30ｍ（黒）_No1,1st,
0402018002,Other,Other,電源ドラム30ｍ（黒）_No2,電源ドラム30ｍ（黒）_No2,1st,
0402019001,Other,Other,LVYUAN 変圧器,LVYUAN 変圧器,1st,100-110V / 220-240V  定格1500W
